date,sales,revenue,stock,price,is_promoted
2019-08-05,0.0,0.0,1.0,10.0,0
2019-10-12,0.0,0.0,20.0,34.95,0
2018-04-19,0.0,0.0,12.0,12.75,0
2018-05-06,0.0,0.0,7.0,1.4,0
2018-09-30,0.0,0.0,1.0,13.9,0
2018-07-02,0.0,0.0,7.0,9.5,0
2017-03-06,0.0,0.0,42.0,4.25,0
2019-01-22,0.0,0.0,4.0,49.9,1
2019-03-12,1.0,22.13,8.0,23.9,0
2019-07-01,0.0,0.0,5.0,24.25,0
2019-05-16,0.0,0.0,5.0,3.5,0
2018-06-27,0.0,0.0,4.0,11.9,0
2018-07-04,0.0,0.0,12.0,3.75,0
2019-02-27,1.0,19.07,13.0,22.5,0
2018-01-07,0.0,0.0,15.0,3.5,0
2018-01-09,0.0,0.0,8.0,19.95,0
2017-06-24,0.0,0.0,14.0,13.25,0
2018-07-17,0.0,0.0,11.0,,0
2019-09-06,0.0,0.0,120.0,3.95,1
2018-09-16,0.0,0.0,6.0,19.95,0
2018-04-15,0.0,0.0,2.0,7.95,0
2019-03-11,0.0,0.0,8.0,7.9,0
2017-05-29,0.0,0.0,7.0,1.95,0
2018-07-29,0.0,0.0,5.0,7.95,0
2018-06-25,1.0,14.32,10.0,16.9,0
2019-10-05,0.0,0.0,6.0,17.9,0
2019-07-02,0.0,0.0,12.0,3.25,0
2017-09-12,0.0,0.0,7.0,31.9,0
2018-07-23,1.0,0.93,34.0,1.0,0
2018-10-11,0.0,0.0,95.0,4.4,0
2018-04-28,0.0,0.0,5.0,22.45,0
2017-06-19,0.0,0.0,7.0,15.9,0
2018-04-26,0.0,0.0,11.0,7.95,0
2018-08-20,0.0,0.0,32.0,1.25,0
2018-05-01,0.0,0.0,7.0,5.9,0
2018-11-17,0.0,0.0,17.0,3.25,0
2018-09-23,0.0,0.0,3.0,8.9,0
2018-11-15,0.0,0.0,9.0,51.9,0
2019-05-09,0.0,0.0,2.0,2.75,0
2019-05-16,0.0,0.0,56.0,4.95,0
2018-10-02,1.0,11.78,4.0,13.9,0
2019-02-12,0.0,0.0,5.0,7.5,1
2017-04-26,0.0,0.0,262.0,0.6,0
2018-06-16,0.0,0.0,17.0,17.9,1
2017-03-07,0.0,0.0,34.0,24.9,0
2018-09-04,0.0,0.0,2.0,9.0,1
2017-05-03,0.0,0.0,9.0,21.5,0
2018-09-15,0.0,0.0,1.0,6.75,0
2017-06-19,0.0,0.0,3.0,1.0,0
2019-01-28,3.0,27.78,94.0,10.0,1
2018-01-27,0.0,0.0,21.0,0.75,0
2018-11-13,0.0,0.0,1.0,59.9,0
2019-10-15,0.0,0.0,8.0,14.9,1
2018-05-19,0.0,0.0,17.0,64.9,0
2018-08-04,0.0,0.0,17.0,4.95,0
2018-09-10,0.0,0.0,20.0,2.75,0
2019-07-28,0.0,0.0,12.0,13.95,0
2019-08-18,1.0,17.5,10.0,18.9,0
2019-09-23,0.0,0.0,11.0,19.95,0
2019-08-12,1.0,13.38,44.0,14.45,0
2019-09-18,0.0,0.0,2.0,,0
2019-08-07,0.0,0.0,3.0,94.9,0
2018-02-04,0.0,0.0,8.0,3.25,0
2019-08-16,1.0,13.89,3.0,15.0,0
2017-08-04,0.0,0.0,9.0,5.25,0
2018-03-18,0.0,0.0,6.0,3.95,0
2018-02-12,0.0,0.0,12.0,3.95,0
2017-12-06,0.0,0.0,10.0,2.5,0
2017-08-04,0.0,0.0,7.0,32.5,0
2019-03-17,0.0,0.0,17.0,3.4,1
2019-04-23,0.0,0.0,11.0,16.9,1
2018-12-09,0.0,0.0,10.0,6.9,0
2019-08-26,0.0,0.0,2.0,139.9,1
2018-07-25,0.0,0.0,12.0,2.5,0
2018-07-16,0.0,0.0,8.0,7.0,1
2018-05-05,0.0,0.0,10.0,4.35,0
2017-09-03,0.0,0.0,27.0,,0
2018-06-07,0.0,0.0,4.0,6.0,0
2019-05-24,0.0,0.0,39.0,3.25,0
2018-03-01,0.0,0.0,1.0,5.0,0
2017-03-30,0.0,0.0,24.0,2.25,0
2018-03-09,0.0,0.0,82.0,2.25,0
2018-06-01,0.0,0.0,6.0,10.75,0
2019-09-07,0.0,0.0,17.0,154.9,1
2017-06-11,0.0,0.0,2.0,7.5,0
2017-04-03,0.0,0.0,4.0,3.95,0
2019-04-01,0.0,0.0,2.0,14.5,0
2018-06-04,2.0,1.2,9.0,0.65,0
2018-03-18,0.0,0.0,10.0,21.5,0
2018-04-11,0.0,0.0,9.0,9.95,0
2017-11-02,0.0,0.0,8.0,14.0,0
2019-10-11,0.0,0.0,5.0,8.5,0
2018-10-15,0.0,0.0,73.0,4.0,0
2018-08-11,1.0,5.89,8.0,13.9,1
2019-08-30,0.0,0.0,1.0,12.9,1
2018-09-04,0.0,0.0,18.0,4.75,0
2018-09-30,0.0,0.0,3.0,14.9,0
2018-03-20,1.0,2.73,196.0,,0
2019-03-30,0.0,0.0,5.0,129.9,1
2018-07-15,0.0,0.0,1.0,9.9,0
2018-03-12,0.0,0.0,2.0,18.5,0
2019-09-09,0.0,0.0,10.0,17.9,0
2018-03-22,0.0,0.0,15.0,2.25,0
2019-08-27,0.0,0.0,9.0,20.9,0
2019-05-08,0.0,0.0,14.0,15.0,0
2017-02-13,0.0,0.0,8.0,8.95,0
2018-02-05,0.0,0.0,8.0,24.5,0
2018-12-06,0.0,0.0,4.0,28.9,0
2019-03-23,0.0,0.0,21.0,3.0,0
2018-08-25,1.0,10.97,3.0,12.95,0
2017-03-18,0.0,0.0,2.0,11.9,0
2019-09-07,0.0,0.0,44.0,1.0,0
2018-11-22,0.0,0.0,1.0,12.9,0
2019-02-03,0.0,0.0,14.0,4.45,0
2018-11-29,0.0,0.0,7.0,76.95,0
2018-06-12,0.0,0.0,20.0,40.9,0
2019-05-24,0.0,0.0,14.0,2.95,0
2019-10-11,1.0,1.85,1.0,1.75,0
2018-04-30,0.0,0.0,16.0,1.15,0
2017-12-17,3.0,11.44,24.0,4.5,0
2018-09-29,0.0,0.0,2.0,39.5,0
2019-09-24,0.0,0.0,7.0,17.9,0
2018-10-25,0.0,0.0,6.0,34.9,0
2018-04-04,0.0,0.0,17.0,,0
2018-01-25,0.0,0.0,19.0,2.5,0
2019-08-16,0.0,0.0,3.0,8.5,0
2017-06-24,0.0,0.0,5.0,17.9,0
2017-10-17,0.0,0.0,2.0,14.9,0
2018-06-22,0.0,0.0,5.0,12.0,0
2019-03-05,0.0,0.0,8.0,2.95,0
2017-08-25,0.0,0.0,9.0,1.0,0
2017-06-04,0.0,0.0,6.0,16.9,0
2019-03-02,1.0,1.39,34.0,1.5,0
2017-09-07,0.0,0.0,24.0,4.75,0
2019-05-22,0.0,0.0,1.0,12.0,0
2017-02-02,0.0,0.0,8.0,9.95,0
2019-02-20,0.0,0.0,8.0,22.9,0
2019-08-02,0.0,0.0,10.0,21.0,0
2018-04-07,2.0,39.81,15.0,21.5,0
2018-07-20,0.0,0.0,3.0,7.95,0
2017-08-14,0.0,0.0,4.0,3.25,0
2018-06-13,0.0,0.0,8.0,5.95,0
2019-09-17,0.0,0.0,51.0,6.95,0
2017-09-09,0.0,0.0,21.0,0.7,0
2017-02-01,0.0,0.0,80.0,18.9,0
2019-04-12,0.0,0.0,18.0,4.95,0
2019-07-26,1.0,20.0,1.0,20.0,0
2018-12-21,0.0,0.0,2.0,32.9,0
2019-05-21,0.0,0.0,5.0,22.9,0
2018-11-20,0.0,0.0,8.0,3.5,1
2017-05-13,0.0,0.0,27.0,3.95,0
2017-02-21,0.0,0.0,16.0,13.0,0
2019-07-19,0.0,0.0,12.0,14.99,0
2018-06-16,0.0,0.0,5.0,32.9,1
2017-04-24,1.0,12.04,15.0,13.0,0
2018-02-26,0.0,0.0,8.0,2.25,0
2019-02-27,0.0,0.0,4.0,10.0,0
2019-06-25,0.0,0.0,5.0,99.9,0
2018-04-28,0.0,0.0,39.0,7.25,1
2018-01-17,0.0,0.0,29.0,3.5,0
2018-11-14,0.0,0.0,11.0,4.25,0
2019-09-10,0.0,0.0,4.0,30.9,0
2018-10-26,0.0,0.0,24.0,6.5,0
2019-10-23,0.0,0.0,4.0,22.9,0
2017-04-12,0.0,0.0,8.0,9.9,0
2019-09-22,0.0,0.0,3.0,19.95,0
2017-01-10,1.0,5.05,2.0,5.45,0
2019-06-22,0.0,0.0,9.0,4.5,1
2018-09-11,0.0,0.0,21.0,1.5,0
2018-11-07,0.0,0.0,7.0,299.0,0
2017-06-10,1.0,3.19,11.0,3.95,1
2017-02-20,0.0,0.0,7.0,3.45,0
2018-04-06,0.0,0.0,1.0,9.75,0
2018-06-02,1.0,1.06,88.0,1.15,0
2017-04-05,0.0,0.0,8.0,22.9,1
2018-11-05,0.0,0.0,44.0,1.25,0
2017-06-05,0.0,0.0,6.0,8.95,0
2019-10-24,0.0,0.0,7.0,17.9,0
2018-06-03,0.0,0.0,23.0,1.95,0
2018-09-14,0.0,0.0,17.0,1.0,0
2019-05-18,1.0,3.94,12.0,4.25,1
2019-06-21,0.0,0.0,5.0,20.9,0
2017-10-25,0.0,0.0,26.0,2.6,0
2018-02-09,0.0,0.0,15.0,2.0,0
2017-09-07,0.0,0.0,5.0,3.5,0
2018-08-04,0.0,0.0,2.0,12.5,0
2017-10-15,0.0,0.0,12.0,7.9,0
2017-06-18,1.0,2.87,9.0,3.1,0
2019-09-11,0.0,0.0,3.0,8.9,0
2017-05-09,0.0,0.0,6.0,12.0,0
2018-03-17,2.0,4.81,149.0,2.6,0
2019-10-02,0.0,0.0,21.0,35.0,0
2019-05-11,0.0,0.0,3.0,16.9,0
2019-09-06,0.0,0.0,3.0,8.9,0
2017-10-02,0.0,0.0,2.0,27.95,0
2019-04-03,0.0,0.0,3.0,15.0,0
2019-06-19,0.0,0.0,3.0,18.0,1
2018-04-13,0.0,0.0,3.0,15.0,0
2017-06-04,0.0,0.0,2.0,11.9,0
2017-11-01,0.0,0.0,2.0,20.9,0
2018-02-21,1.0,3.07,10.0,7.25,1
2017-02-21,0.0,0.0,0.12,59.9,0
2019-02-06,1.0,4.15,22.0,4.9,0
2017-06-08,0.0,0.0,10.0,14.9,0
2017-10-04,0.0,0.0,2.0,7.5,0
2019-10-11,0.0,0.0,3.0,57.9,0
2017-11-12,0.0,0.0,7.0,114.9,0
2019-04-15,0.0,0.0,2.0,10.0,0
2018-03-02,0.0,0.0,3.0,9.9,0
2019-02-26,0.0,0.0,16.0,8.5,0
2017-04-20,0.0,0.0,11.0,26.95,0
2019-08-04,0.0,0.0,42.0,1.75,0
2018-11-14,0.0,0.0,6.0,18.95,0
2017-02-10,1.0,5.51,3.0,6.5,0
2018-10-10,0.0,0.0,13.0,13.45,0
2018-05-06,0.0,0.0,6.0,28.9,0
2018-05-04,0.0,0.0,4.0,18.5,1
2019-08-25,0.0,0.0,6.0,14.9,0
2018-01-29,0.0,0.0,28.0,4.9,0
2017-06-23,0.0,0.0,19.3,10.0,0
2019-02-13,0.0,0.0,15.0,4.1,0
2019-03-31,0.0,0.0,5.0,28.5,1
2019-07-30,0.0,0.0,8.0,8.9,0
2017-11-03,0.0,0.0,12.0,5.9,0
2018-10-28,0.0,0.0,4.0,2.25,0
2017-04-14,0.0,0.0,3.0,7.25,0
2018-07-27,0.0,0.0,15.0,3.95,0
2018-07-22,3.0,12.22,20.0,4.4,0
2019-07-26,0.0,0.0,7.0,2.95,0
2019-07-26,0.0,0.0,3.0,89.9,1
2019-09-03,0.0,0.0,8.0,7.5,0
2018-02-26,0.0,0.0,13.0,17.9,0
2017-09-19,1.0,5.97,8.0,6.45,0
2017-12-08,0.0,0.0,1.0,2.5,0
2019-06-19,0.0,0.0,6.0,7.75,1
2017-06-27,0.0,0.0,2.0,15.0,0
2018-04-25,0.0,0.0,33.0,10.75,0
2017-02-27,0.0,0.0,6.0,1.75,0
2019-10-11,1.0,9.03,14.0,9.75,0
2018-06-22,0.0,0.0,1.0,9.9,0
2017-09-29,0.0,0.0,16.0,8.9,0
2019-10-28,0.0,0.0,25.0,17.9,0
2018-04-18,1.0,2.41,11.0,2.6,0
2018-07-27,0.0,0.0,6.0,11.95,0
2017-07-23,1.0,1.71,4.0,1.85,0
2019-02-18,0.0,0.0,2.0,10.9,0
2018-11-13,0.0,0.0,3.0,2.75,0
2018-08-05,0.0,0.0,449.0,,0
2017-08-15,0.0,0.0,14.0,5.79,0
2019-08-17,0.0,0.0,1.0,28.0,0
2017-08-01,0.0,0.0,13.0,2.95,0
2018-12-27,0.0,0.0,5.0,16.95,0
2018-10-17,4.0,14.63,62.0,3.95,0
2019-03-17,0.0,0.0,24.0,34.9,0
2018-04-25,0.0,0.0,6.0,16.95,0
2018-09-14,0.0,0.0,2.0,27.9,0
2019-05-05,0.0,0.0,10.0,4.9,0
2018-05-18,0.0,0.0,20.0,1.15,0
2019-01-08,0.0,0.0,9.0,4.4,0
2018-04-22,0.0,0.0,6.0,19.9,0
2017-02-27,0.0,0.0,5.0,5.75,0
2018-01-03,0.0,0.0,2.0,8.9,0
2018-12-24,0.0,0.0,1.0,1.0,0
2018-06-09,0.0,0.0,2.0,5.9,0
2017-12-31,0.0,0.0,14.0,1.25,0
2018-11-12,0.0,0.0,12.0,2.6,0
2018-12-06,0.0,0.0,1.0,4.0,0
2018-02-11,0.0,0.0,8.0,2.35,0
2018-06-21,0.0,0.0,7.0,9.5,0
2017-02-16,0.0,0.0,2.0,10.9,0
2017-03-19,0.0,0.0,8.0,10.9,0
2017-03-17,0.0,0.0,6.0,10.75,0
2018-07-06,5.0,14.12,13.0,3.05,0
2019-06-02,0.0,0.0,18.0,7.9,0
2019-06-11,0.0,0.0,1.0,134.9,0
2017-07-02,0.0,0.0,47.0,1.25,0
2017-09-13,0.0,0.0,28.0,3.5,0
2018-01-05,0.0,0.0,6.0,2.25,0
2019-06-26,0.0,0.0,6.0,4.5,0
2019-05-25,0.0,0.0,5.0,20.9,0
2019-04-18,0.0,0.0,5.0,34.9,0
2018-07-01,0.0,0.0,51.0,2.35,0
2018-08-31,3.0,5.42,30.0,1.95,0
2018-03-16,0.0,0.0,2.0,10.75,0
2019-01-30,0.0,0.0,12.0,12.9,0
2018-10-25,0.0,0.0,16.0,23.9,0
2017-06-10,3.0,6.81,28.0,2.45,0
2018-02-19,0.0,0.0,6.0,4.45,0
2017-08-15,0.0,0.0,2.0,39.99,0
2019-07-05,0.0,0.0,4.0,22.9,0
2019-07-24,0.0,0.0,5.0,1.45,0
2018-11-06,0.0,0.0,19.0,1.5,0
2017-07-28,0.0,0.0,11.0,3.99,0
2018-07-30,0.0,0.0,6.0,3.65,0
2018-09-10,0.0,0.0,16.0,2.75,0
2017-12-28,0.0,0.0,7.0,,0
2018-11-09,0.0,0.0,12.0,13.45,0
2017-09-28,0.0,0.0,4.0,9.45,1
2019-04-17,0.0,0.0,38.0,3.0,0
2017-01-20,0.0,0.0,2.0,2.5,0
2018-09-28,0.0,0.0,9.0,13.9,0
2019-05-30,1.0,9.03,5.0,9.75,0
2017-08-18,0.0,0.0,4.0,34.95,0
2019-07-27,3.0,2.78,14.0,0.75,0
2019-03-06,1.0,3.01,6.0,3.25,0
2017-06-11,0.0,0.0,2.0,2.0,1
2017-08-23,1.0,1.62,16.0,2.35,1
2017-08-15,1.0,9.59,3.0,12.95,1
2018-03-19,0.0,0.0,5.0,15.9,0
2019-07-07,0.0,0.0,20.0,14.15,0
2018-11-26,0.0,0.0,24.0,6.9,0
2018-12-19,0.0,0.0,6.0,7.9,0
2018-07-14,0.0,0.0,3.0,31.5,0
2019-03-06,0.0,0.0,10.0,41.9,0
2019-07-16,0.0,0.0,14.0,2.95,1
2019-03-24,0.0,0.0,10.0,6.0,0
2019-08-30,0.0,0.0,2.0,3.0,0
2019-04-02,0.0,0.0,11.0,4.25,0
2019-04-23,0.0,0.0,39.0,10.0,1
2018-08-10,0.0,0.0,12.0,13.95,0
2017-10-25,0.0,0.0,21.0,2.0,0
2017-10-24,0.0,0.0,19.0,1.75,0
2019-07-02,0.0,0.0,3.0,5.75,0
2019-09-12,0.0,0.0,26.0,0.65,0
2017-10-18,0.0,0.0,17.0,9.95,0
2018-06-30,0.0,0.0,54.0,1.9,0
2019-05-12,0.0,0.0,26.0,3.25,0
2018-03-02,0.0,0.0,3.0,14.0,0
2017-04-10,1.0,2.03,20.0,2.19,0
2017-07-26,0.0,0.0,12.0,5.5,0
2018-03-25,7.0,14.58,21.0,2.25,0
2019-02-13,0.0,0.0,5.0,16.9,0
2019-10-10,0.0,0.0,12.0,0.65,0
2018-08-14,0.0,0.0,6.0,13.9,0
2018-10-08,0.0,0.0,7.0,18.9,0
2019-09-13,1.0,4.4,15.0,4.75,0
2019-03-23,1.0,16.86,5.0,19.9,0
2018-11-04,0.0,0.0,11.0,32.5,0
2018-01-27,1.0,3.0,6.0,5.9,1
2018-09-30,1.0,3.94,8.0,4.25,0
2018-09-24,0.0,0.0,5.0,32.5,0
2017-05-15,0.0,0.0,33.0,9.35,0
2019-05-18,0.0,0.0,1.0,37.95,0
2017-06-13,0.0,0.0,33.0,2.45,0
2017-10-10,0.0,0.0,46.0,0.75,0
2017-04-14,0.0,0.0,6.0,21.99,1
2017-05-19,0.0,0.0,3.0,8.9,0
2018-07-17,0.0,0.0,1.0,1.95,1
2019-06-08,0.0,0.0,10.0,2.2,0
2019-08-15,0.0,0.0,45.0,39.9,0
2019-04-03,0.0,0.0,8.0,2.95,0
2018-05-22,0.0,0.0,14.0,7.9,0
2019-06-28,0.0,0.0,4.0,19.9,1
2019-10-05,0.0,0.0,2.0,10.0,0
2018-02-05,0.0,0.0,6.0,9.0,0
2017-02-20,0.0,0.0,4.0,9.45,0
2019-06-11,0.0,0.0,3.0,19.9,0
2018-03-29,2.0,1.3,86.0,0.7,0
2019-08-12,0.0,0.0,9.0,34.9,0
2019-10-14,0.0,0.0,15.0,4.0,0
2017-07-17,0.0,0.0,5.0,5.9,0
2017-07-09,0.0,0.0,19.0,3.5,0
2017-10-13,0.0,0.0,7.0,1.95,0
2018-02-12,1.0,13.92,6.0,21.9,1
2018-12-17,0.0,0.0,32.0,14.9,0
2019-04-01,0.0,0.0,4.0,23.75,0
2017-09-22,0.0,0.0,5.0,1.85,0
2019-06-21,2.0,11.86,17.0,7.0,0
2018-11-05,0.0,0.0,4.0,16.9,0
2019-10-02,2.0,3.24,63.0,1.75,0
2018-09-12,0.0,0.0,13.0,5.0,0
2018-12-05,0.0,0.0,6.0,28.9,0
2017-05-09,1.0,1.62,17.0,2.25,1
2018-01-11,0.0,0.0,8.0,2.45,0
2019-08-16,0.0,0.0,12.0,5.75,0
2018-09-05,0.0,0.0,38.0,4.75,0
2018-04-05,0.0,0.0,32.0,22.9,1
2019-09-14,0.0,0.0,2.0,139.9,1
2019-06-22,0.0,0.0,15.0,9.5,1
2017-04-15,0.0,0.0,3.0,2.2,0
2018-03-02,0.0,0.0,2.0,7.1,0
2019-10-06,1.0,3.01,102.0,3.25,0
2018-12-03,3.0,8.61,24.0,3.1,0
2018-09-11,0.0,0.0,4.0,29.9,0
2017-06-02,0.0,0.0,3.0,10.9,0
2018-01-04,0.0,0.0,3.0,3.85,0
2018-02-01,0.0,0.0,23.0,1.0,0
2019-10-22,1.0,3.01,24.0,3.25,0
2018-09-23,0.0,0.0,37.0,4.9,0
2017-04-09,0.0,0.0,3.0,3.25,0
2018-05-06,0.0,0.0,5.0,2.75,0
2019-06-28,0.0,0.0,3.0,7.9,0
2017-11-26,0.0,0.0,2.0,27.9,0
2017-07-21,0.0,0.0,12.0,39.9,1
2018-02-06,0.0,0.0,11.0,26.9,0
2019-09-08,0.0,0.0,5.0,5.5,0
2017-12-08,0.0,0.0,2.0,1.0,0
2018-11-14,0.0,0.0,25.0,9.75,0
2019-04-29,0.0,0.0,4.0,4.0,0
2019-09-21,1.0,3.94,17.0,3.95,0
2018-12-19,0.0,0.0,6.0,19.9,0
2018-06-17,0.0,0.0,3.0,6.9,1
2017-10-06,0.0,0.0,4.0,2.35,0
2019-04-25,0.0,0.0,35.0,0.65,0
2018-06-22,0.0,0.0,10.0,1.85,0
2017-12-06,0.0,0.0,5.0,39.9,0
2019-04-25,0.0,0.0,13.0,139.9,0
2018-11-21,0.0,0.0,70.0,5.75,1
2017-03-15,0.0,0.0,2.0,19.9,0
2018-12-18,0.0,0.0,5.0,24.9,0
2019-07-06,0.0,0.0,6.0,8.95,1
2019-03-20,0.0,0.0,7.0,12.5,0
2017-07-19,0.0,0.0,12.0,2.5,0
2018-05-22,0.0,0.0,30.0,1.0,0
2017-11-13,0.0,0.0,3.0,3.65,0
2017-10-23,0.0,0.0,21.0,32.5,0
2019-04-10,0.0,0.0,2.0,15.0,0
2018-08-02,0.0,0.0,7.0,8.9,0
2018-10-09,0.0,0.0,4.0,6.75,0
2018-06-14,1.0,11.94,6.0,12.9,0
2019-06-06,0.0,0.0,1.0,,0
2019-06-28,0.0,0.0,18.0,12.95,0
2017-08-31,0.0,0.0,89.0,0.7,0
2017-09-28,0.0,0.0,52.0,59.9,0
2017-03-27,0.0,0.0,11.0,28.9,0
2019-07-16,1.0,1.85,9.0,1.75,0
2017-11-30,0.0,0.0,21.0,11.5,1
2019-05-27,0.0,0.0,6.0,19.9,0
2017-03-09,0.0,0.0,4.0,9.9,1
2019-06-23,0.0,0.0,22.0,11.9,0
2019-09-25,0.0,0.0,6.0,4.95,0
2019-04-21,1.0,6.44,33.0,6.95,0
2017-07-31,0.0,0.0,30.0,1.0,0
2019-09-09,1.0,14.32,12.0,16.9,0
2017-06-16,0.0,0.0,12.0,4.75,1
2017-08-31,0.0,0.0,5.0,11.9,0
2018-05-06,1.0,9.95,11.0,10.75,0
2018-09-20,1.0,4.95,7.0,5.35,0
2018-11-06,0.0,0.0,24.0,51.5,1
2017-09-12,0.0,0.0,5.0,6.5,0
2018-03-18,0.0,0.0,4.0,68.95,1
2018-01-15,0.0,0.0,30.0,0.65,0
2019-01-05,0.0,0.0,53.0,4.0,0
2017-01-24,1.0,7.58,3.0,8.95,0
2018-05-03,0.0,0.0,6.0,23.25,0
2019-06-01,0.0,0.0,4.0,69.9,0
2017-04-30,1.0,2.92,15.0,3.15,0
2018-02-21,0.0,0.0,3.0,10.75,0
2019-07-06,0.0,0.0,16.0,6.5,0
2018-06-13,0.0,0.0,6.0,6.95,0
2017-03-24,0.0,0.0,4.0,7.45,1
2018-03-11,0.0,0.0,6.0,29.9,1
2018-10-25,0.0,0.0,8.0,39.9,0
2018-03-11,3.0,1.81,2.0,,0
2018-11-05,0.0,0.0,2.0,24.9,0
2018-06-18,1.0,6.99,11.0,,0
2019-01-13,1.0,48.22,10.0,56.9,0
2019-05-04,0.0,0.0,5.0,69.9,0
2019-04-07,1.0,5.51,49.0,5.95,0
2017-09-27,0.0,0.0,12.0,7.9,0
2019-09-11,0.0,0.0,3.0,7.5,0
2019-01-06,0.0,0.0,20.0,1.5,0
2019-04-15,0.0,0.0,9.0,15.99,0
2018-08-17,2.0,9.26,25.0,,0
2017-09-02,0.0,0.0,8.0,1.0,0
2017-11-09,0.0,0.0,9.0,19.95,0
2017-06-16,0.0,0.0,18.0,3.95,0
2018-07-30,0.0,0.0,1.0,9.9,0
2019-05-19,0.0,0.0,6.0,12.95,1
2019-09-28,0.0,0.0,11.0,14.15,1
2019-05-02,1.0,7.54,9.0,8.9,0
2019-06-21,0.0,0.0,1.0,39.9,0
2017-04-04,1.0,8.39,3.0,9.9,0
2019-06-09,0.0,0.0,7.0,7.9,0
2019-08-07,0.0,0.0,1.0,99.9,0
2018-02-18,0.0,0.0,42.0,1.0,0
2018-07-16,0.0,0.0,5.0,2.35,0
2019-07-01,0.0,0.0,13.0,4.25,0
2019-09-05,0.0,0.0,15.0,29.9,0
2019-01-20,1.0,27.73,4.0,29.95,0
2019-02-14,1.0,17.55,2.0,18.95,1
2018-08-18,2.0,1.85,8.0,,0
2017-03-05,0.0,0.0,13.0,2.1,0
2017-11-03,0.0,0.0,10.0,49.5,0
2019-08-09,0.0,0.0,9.0,9.9,0
2018-11-18,0.0,0.0,13.0,12.95,0
2018-12-27,0.0,0.0,40.0,23.75,0
2018-12-08,0.0,0.0,25.0,2.75,0
2018-04-21,0.0,0.0,24.0,1.15,0
2018-11-27,0.0,0.0,25.0,1.15,0
2019-08-05,0.0,0.0,18.0,1.75,0
2019-04-21,0.0,0.0,13.0,7.25,0
2018-04-09,0.0,0.0,5.0,5.95,1
2019-05-17,1.0,20.83,6.0,22.5,0
2018-10-03,1.0,6.69,6.0,7.9,1
2019-10-12,1.0,3.01,30.0,3.25,0
2019-02-23,0.0,0.0,3.0,24.9,1
2018-09-11,0.0,0.0,3.0,7.95,0
2017-07-21,0.0,0.0,100.0,11.9,0
2019-06-11,0.0,0.0,2.0,22.0,0
2017-02-21,0.0,0.0,10.0,13.9,0
2017-07-26,9.0,9.58,20.0,1.15,0
2017-10-23,0.0,0.0,33.0,,0
2018-01-25,0.0,0.0,7.0,17.9,0
2019-09-12,1.0,5.51,8.0,6.75,1
2019-07-01,0.0,0.0,10.0,3.25,0
2019-09-16,0.0,0.0,3.0,44.9,0
2017-02-27,0.0,0.0,6.0,16.5,0
2019-06-08,0.0,0.0,36.0,0.45,0
2018-05-20,1.0,21.53,3.0,23.25,0
2017-11-12,0.0,0.0,4.0,10.9,1
2018-05-22,0.0,0.0,4.0,44.9,0
2018-12-15,0.0,0.0,16.0,7.5,0
2019-01-12,0.0,0.0,13.0,11.9,0
2017-08-24,0.0,0.0,32.0,3.5,0
2017-09-22,2.0,6.48,3.0,3.5,0
2019-03-09,0.0,0.0,9.0,2.6,1
2019-09-11,0.0,0.0,5.0,13.2,0
2019-01-12,1.0,3.8,7.0,4.5,1
2018-10-09,0.0,0.0,9.0,13.45,0
2019-10-11,0.0,0.0,2.0,89.9,0
2017-11-20,0.0,0.0,21.0,,0
2018-11-08,0.0,0.0,5.0,3.5,1
2019-07-18,0.0,0.0,1.0,5.0,0
2018-04-07,0.0,0.0,12.0,,0
2017-09-13,0.0,0.0,9.0,3.95,0
2017-08-18,0.0,0.0,20.0,1.15,0
2019-04-22,0.0,0.0,7.0,119.99,1
2019-07-29,1.0,2.44,20.0,3.3,1
2017-07-15,0.0,0.0,3.0,4.25,0
2018-08-27,0.0,0.0,19.0,3.75,0
2017-08-28,13.0,7.22,0.0,0.6,0
2019-07-14,0.0,0.0,2.0,12.9,0
2018-08-03,1.0,11.94,10.0,12.9,0
2017-11-26,0.0,0.0,24.0,59.9,0
2018-01-30,0.0,0.0,6.0,,0
2017-06-20,0.0,0.0,51.0,8.9,0
2019-07-08,0.0,0.0,15.0,28.9,1
2017-08-14,0.0,0.0,3.0,7.25,0
2018-12-18,0.0,0.0,7.0,6.5,1
2018-05-29,0.0,0.0,1.0,64.99,0
2019-07-04,0.0,0.0,26.0,4.9,0
2018-10-05,0.0,0.0,4.0,6.75,0
2019-06-15,0.0,0.0,18.0,2.6,0
2018-05-31,2.0,1.2,23.0,0.65,0
2017-06-16,0.0,0.0,21.0,3.25,0
2017-08-07,0.0,0.0,16.0,3.25,0
2019-10-05,0.0,0.0,2.0,12.5,0
2018-02-05,0.0,0.0,8.0,18.9,0
2019-03-02,0.0,0.0,10.0,4.65,0
2019-09-17,2.0,1.39,6.0,0.75,0
2017-06-09,0.0,0.0,30.0,1.0,0
2018-04-11,0.0,0.0,1.0,9.9,1
2019-03-20,0.0,0.0,18.0,5.95,0
2018-05-22,0.0,0.0,3.0,1.0,0
2018-02-03,0.0,0.0,2.0,12.9,0
2019-03-01,0.0,0.0,36.0,9.75,0
2019-07-13,0.0,0.0,8.0,39.9,0
2018-07-05,0.0,0.0,5.0,4.9,0
2018-09-21,0.0,0.0,5.0,69.9,0
2019-10-31,0.0,0.0,37.0,9.75,1
